Processes,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
1,0.046364,0.672458,0.740633,5.738349,2.619103,3.198909,9.889595,9.912920,32.825975
