Processes,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
8,0.035367,0.639534,0.973336,3.134610,2.685625,3.167440,9.975148,9.956149,30.574203
