Processes,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
4,0.018909,0.648644,0.822852,3.345556,2.537465,3.173443,9.917468,9.959938,30.431498
