Processes,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
1,1.879705,8.352014,0.744401,5.728777,2.638285,3.138863,9.857507,9.846321,42.194186
