Processes,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
2,0.016510,0.637021,0.996641,4.734024,3.163079,3.183515,9.909339,9.904122,32.550962
