Node,Processes,Num Threads,Schedule,ChunkSize,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
1,1,4,dynamic,64,0.015396,0.450395,0.479423,2.348097,1.503461,6.205676,17.481951,18.31935,46.810946
1,1,4,dynamic,128,0.01929,0.377,0.478964,2.056901,1.192573,3.82357,18.240671,17.883422,44.080036
1,1,4,dynamic,128,0.015571,0.389218,0.473289,2.07436,1.19613,5.193121,18.316803,15.94126,43.607284
1,1,4,dynamic,128,0.015229,0.386068,0.466448,2.06507,1.217187,6.195775,18.290912,15.173657,43.81864
1,1,4,dynamic,128,0.015556,0.386228,0.455193,2.04506,1.17784,5.982918,17.799981,17.609867,45.480228
1,1,4,dynamic,128,0.014872,0.39392,0.458894,2.064497,1.180443,5.967317,14.212492,9.70864,34.008805
1,1,4,dynamic,256,0.032351,0.373964,0.477281,1.963124,1.106624,3.199168,9.691499,9.585127,26.436622
1,1,4,dynamic,256,0.014757,0.360383,0.45204,1.976336,1.116393,3.129326,9.615972,16.310183,32.982832
1,1,4,dynamic,256,0.032093,0.368367,0.47366,1.975711,1.119614,5.718565,15.929795,17.694022,43.319341
1,1,4,dynamic,256,0.014749,0.360087,0.452481,1.96357,1.119765,6.216265,15.697948,18.335534,44.168192
1,1,4,dynamic,256,0.030921,0.364632,0.478798,1.973711,1.130714,6.205151,15.330215,18.252567,43.77437
1,1,4,dynamic,512,0.014534,0.365467,0.448653,1.938413,1.086894,5.297365,17.753974,18.392633,45.305234
1,1,4,dynamic,512,0.0154,0.365393,0.434837,1.926082,1.087408,4.646923,18.437749,16.994511,43.915757
1,1,4,dynamic,512,0.0148,0.380761,0.445673,1.931984,1.08982,5.456044,18.421427,15.859043,43.607125
1,1,4,dynamic,512,0.015791,0.38103,0.441342,2.049444,1.080244,6.20504,18.274156,15.156584,43.611258
1,1,4,dynamic,512,0.01471,0.352906,0.458771,1.943348,1.073978,6.215661,17.566042,17.68698,45.319887
1,1,4,dynamic,1024,0.016015,0.354005,0.450969,1.907212,1.045957,5.926903,14.615596,17.672695,41.996929
1,1,4,dynamic,1024,0.01624,0.363672,0.427383,1.897838,1.03449,6.058313,14.524223,18.071361,42.400972
1,1,4,dynamic,1024,0.030074,0.347439,0.47346,1.868713,1.049467,5.968385,14.145869,18.239131,42.130176
1,1,4,dynamic,1024,0.031184,0.367143,0.474201,1.899259,1.047073,5.956804,14.776032,18.142329,42.701544
1,1,4,dynamic,1024,0.016026,0.368326,0.449083,1.909317,1.012446,6.082372,16.138346,18.271421,44.254948
1,1,4,dynamic,2048,0.014489,0.366066,0.441602,1.872778,1.018629,4.928105,15.073849,18.174672,41.897645
1,1,4,dynamic,2048,0.015982,0.314714,0.439449,1.852956,1.031787,6.100018,13.460712,18.231282,41.454531
1,1,4,dynamic,2048,0.014552,0.36163,0.448099,1.891922,1.021036,6.071337,12.636333,18.012915,40.465435
1,1,4,dynamic,2048,0.015184,0.34925,0.430172,1.891662,0.993016,5.972797,11.928542,17.921633,39.509846
1,1,4,dynamic,2048,0.031272,0.342845,0.470485,1.880212,1.032241,5.991226,11.669669,17.488876,38.914439
1,1,4,dynamic,4096,0.015206,0.339913,0.436642,1.85192,0.971719,6.038002,13.935734,17.420387,41.017175
1,1,4,dynamic,4096,0.028486,0.353048,0.47294,1.866847,0.992454,6.088037,13.752895,17.43263,40.994942
1,1,4,dynamic,4096,0.015481,0.359431,0.456134,1.877303,1.004813,5.980662,13.658567,17.633172,40.99311
1,1,4,dynamic,4096,0.02858,0.333471,0.470136,1.85297,1.000581,5.989264,13.64722,17.480922,40.810669
1,1,4,dynamic,4096,0.015492,0.342109,0.452147,1.86399,1.003144,5.99644,13.626117,17.449235,40.75633
1,1,8,static,16,0.031232,0.294006,0.423516,1.444345,0.958663,5.971627,13.075983,16.782526,38.989524
1,1,8,static,16,0.015783,0.441606,0.423005,1.523003,0.975135,5.632936,15.775744,17.509965,42.304636
1,1,8,static,16,0.028419,0.294572,0.456546,1.502275,1.0148,6.04077,15.918998,18.455157,43.718852
1,1,8,static,16,0.015554,0.283823,0.398869,1.535559,0.970396,6.205443,14.608998,18.185669,42.211814
1,1,8,static,16,0.014677,0.264557,0.419376,1.56617,1.006386,6.205051,15.338714,18.203352,43.026014
1,1,8,static,32,0.032139,0.275703,0.43372,1.443417,0.922408,5.458416,17.605774,18.116421,44.295627
1,1,8,static,32,0.01501,0.272511,0.417114,1.433363,0.94532,3.301736,17.569952,18.149593,42.112146
1,1,8,static,32,0.029532,0.26798,0.441667,1.433546,0.93247,5.373482,18.466749,17.54665,44.499809
1,1,8,static,32,0.032181,0.267098,0.44663,1.538298,0.943119,5.104852,18.075308,15.721808,42.136938
1,1,8,static,32,0.01823,0.270349,0.417149,1.435093,0.877809,5.355414,18.064962,15.835718,42.282379
1,1,8,static,64,0.031275,0.245749,0.435166,1.39254,0.877835,6.227823,18.14004,14.667994,42.026616
1,1,8,static,64,0.03089,0.243377,0.453471,1.412968,0.898947,6.197093,18.133061,14.861321,42.238736
1,1,8,static,64,0.031187,0.247959,0.442653,1.404148,0.962856,6.192504,17.911989,17.047099,44.248073
1,1,8,static,64,0.030771,0.24624,0.462436,1.394021,0.910574,5.680394,15.771697,17.59988,42.10445
1,1,8,static,64,0.028518,0.250766,0.462051,1.376323,0.928671,6.008811,15.675992,17.945176,42.683793
1,1,8,static,128,0.029332,0.236962,0.431187,1.36066,0.863327,6.20611,14.932373,18.101194,42.168701
1,1,8,static,128,0.015085,0.214742,0.417769,1.38166,0.865839,6.218727,14.374161,18.134982,41.631187
1,1,8,static,128,0.018938,0.210882,0.43628,1.389281,0.876787,6.199972,15.421288,18.174805,42.735819
1,1,8,static,128,0.03135,0.232293,0.440513,1.389793,0.900857,5.487226,17.295021,18.157758,43.942521
1,1,8,static,128,0.016076,0.242502,0.411911,1.378459,0.855492,3.695942,15.994422,18.128779,40.731306
1,1,8,static,256,0.015095,0.239971,0.41325,1.345104,0.843425,5.002405,14.654909,18.156087,40.677771
1,1,8,static,256,0.01514,0.196372,0.40059,1.355497,0.867715,6.289428,13.274025,18.126501,40.532839
1,1,8,static,256,0.015054,0.22438,0.403209,1.310092,0.854073,6.200375,12.648186,18.108189,39.771267
1,1,8,static,256,0.018168,0.212924,0.436014,1.338752,0.85107,6.207139,13.580459,17.742645,40.39491
1,1,8,static,256,0.014898,0.242445,0.417007,1.367707,0.859603,6.213776,11.560262,17.529069,38.212397
1,1,8,static,512,0.030622,0.240579,0.43662,1.355098,0.852904,5.705656,16.044028,17.818998,42.492203
1,1,8,static,512,0.014536,0.226436,0.389236,1.340171,0.870577,6.201167,15.303627,17.885292,42.238672
1,1,8,static,512,0.02926,0.218545,0.414779,1.353028,0.852905,6.223431,14.927314,17.918779,41.945684
1,1,8,static,512,0.014533,0.238173,0.410995,1.335509,0.860647,6.213421,16.192725,17.94102,43.214758
1,1,8,static,512,0.029591,0.207048,0.431193,1.344951,0.859273,4.949973,17.555935,18.220284,43.605884
1,1,8,static,1024,0.033113,0.269129,0.437497,1.31903,0.849557,6.209241,18.148277,15.209821,42.483398
1,1,8,static,1024,0.029265,0.242733,0.443892,1.323925,0.841589,6.195063,17.836265,14.822652,41.743217
1,1,8,static,1024,0.031177,0.237329,0.423346,1.325877,0.838557,6.212523,17.681063,15.121579,41.87902
1,1,8,static,1024,0.032021,0.236178,0.408772,1.34566,0.815243,6.185236,18.083142,16.631779,43.745665
1,1,8,static,1024,0.031276,0.236584,0.424314,1.346781,0.832831,5.290318,16.605816,18.404384,43.180084
1,1,8,static,2048,0.029934,0.238166,0.452455,1.346099,0.833506,6.199654,18.657425,18.750413,46.515422
1,1,8,static,2048,0.015005,0.236017,0.410047,1.307044,0.832668,6.184233,18.635516,17.806705,45.434866
1,1,8,static,2048,0.015391,0.276974,0.415787,1.304108,0.851452,4.112327,18.554905,18.63847,44.17721
1,1,8,static,2048,0.03121,0.237338,0.434819,1.326606,0.832044,6.220475,18.309345,18.622522,46.021954
1,1,8,static,2048,0.029457,0.234693,0.440977,1.322088,0.833374,6.198232,18.622931,18.320757,46.010023
1,1,8,static,4096,0.014506,0.232832,0.408092,1.328505,0.806324,5.046431,16.4875,18.370833,42.702602
1,1,8,static,4096,0.018521,0.232468,0.418086,1.337893,0.822705,6.194025,18.666922,18.648394,46.346583
1,1,8,static,4096,0.028614,0.235168,0.439066,1.305176,0.811263,6.200154,18.506851,15.7437,43.277672
1,1,8,static,4096,0.0292,0.237062,0.440614,1.322191,0.862437,6.198873,18.689076,18.67097,46.458288
1,1,8,static,4096,0.030635,0.243688,0.441175,1.314732,0.818446,6.208485,18.69195,18.298035,46.054806
1,1,8,guided,16,0.018409,0.195087,0.394587,1.326491,0.81255,6.193851,16.029207,18.133244,43.111165
1,1,8,guided,16,0.031242,0.195855,0.406078,1.330686,0.788146,6.212757,18.11754,18.093715,45.183585
1,1,8,guided,16,0.032248,0.202061,0.431755,1.325981,0.801403,6.218957,15.713037,18.542282,43.275263
1,1,8,guided,16,0.030347,0.200175,0.419385,1.337333,0.749539,6.207309,18.580315,18.663416,46.195414
1,1,8,guided,16,0.015865,0.197565,0.394223,1.304361,0.787242,5.882099,18.670492,18.583938,45.843244
1,1,8,guided,32,0.014568,0.198594,0.394318,1.306347,0.817234,6.220629,18.628918,18.6167,46.204868
1,1,8,guided,32,0.029464,0.199601,0.415758,1.328382,0.786863,6.213171,18.538315,15.662158,43.181313
1,1,8,guided,32,0.031416,0.20086,0.431911,1.34187,0.768578,6.194173,18.631393,18.598755,46.206488
1,1,8,guided,32,0.029902,0.204123,0.423786,1.350762,0.806227,6.186416,18.611338,18.66715,46.287369
1,1,8,guided,32,0.02845,0.194335,0.424371,1.350912,0.809271,6.200587,18.503477,18.6153,46.134218
1,1,8,guided,64,0.032156,0.20018,0.417255,1.361327,0.820978,6.240754,18.168343,18.679955,45.928588
1,1,8,guided,64,0.028575,0.194299,0.421933,1.294425,0.798551,6.209696,18.05678,11.007609,38.019493
1,1,8,guided,64,0.029254,0.20366,0.418912,1.337687,0.836192,6.23259,18.295437,10.659981,38.021195
1,1,8,guided,64,0.028716,0.196027,0.390886,1.264947,0.776704,3.200413,9.593146,9.515011,24.973445
1,1,8,guided,64,0.016001,0.202402,0.395043,1.325458,0.807098,3.183563,9.420932,9.420967,24.779428
1,1,8,guided,128,0.030516,0.192757,0.419079,1.309857,0.798895,3.192931,9.456135,9.489915,24.89753
1,1,8,guided,128,0.015342,0.192415,0.389352,1.309162,0.820816,3.18847,9.601765,9.594005,25.119942
1,1,8,guided,128,0.01745,0.203144,0.432078,1.321327,0.809502,3.235733,9.603673,9.654118,25.285038
1,1,8,guided,128,0.028587,0.196883,0.419198,1.339322,0.777459,3.161507,9.519483,9.481885,24.932644
1,1,8,guided,128,0.030719,0.194115,0.401641,1.351753,0.804762,3.186641,9.538401,9.543636,25.059166
1,1,8,guided,256,0.015198,0.197126,0.397968,1.321513,0.814836,3.180566,15.934159,18.108794,39.977921
1,1,8,guided,256,0.028496,0.189291,0.421785,1.326822,0.828714,3.729052,9.620071,9.625464,25.77715
1,1,8,guided,256,0.015546,0.194371,0.389918,1.299497,0.8249,3.123971,9.532623,9.571987,24.960333
1,1,8,guided,256,0.014892,0.198538,0.393702,1.320367,0.80929,3.190141,9.451471,9.451063,24.837069
1,1,8,guided,256,0.028696,0.171712,0.430714,1.301567,0.801742,3.19636,9.590792,9.622771,25.15157
1,1,8,guided,512,0.015322,0.198198,0.36129,1.290551,0.810115,3.132687,9.591361,9.619856,25.027126
1,1,8,guided,512,0.017405,0.197183,0.419044,1.289898,0.781345,3.188979,9.476316,9.49087,24.868775
1,1,8,guided,512,0.028561,0.196327,0.417208,1.329308,0.80811,3.200978,10.425514,10.035817,26.449432
1,1,8,guided,512,0.031861,0.21355,0.428944,1.277528,0.796096,3.472482,10.52773,10.630594,27.386382
1,1,8,guided,512,0.028506,0.198995,0.430723,1.308817,0.806165,3.470161,9.560977,9.570054,25.382165
1,1,8,guided,1024,0.028472,0.214338,0.414563,1.31909,0.8038,3.187745,9.498192,9.495396,24.969156
1,1,8,guided,1024,0.014631,0.198514,0.403267,1.338141,0.795735,3.198005,9.446341,10.39032,25.792521
1,1,8,guided,1024,0.014563,0.193304,0.396236,1.360469,0.810379,4.882967,15.652136,15.576359,38.894059
1,1,8,guided,1024,0.029098,0.199504,0.43573,1.320865,0.856177,5.273291,15.658871,13.048211,36.829424
1,1,8,guided,1024,0.014665,0.194086,0.394728,1.346262,0.791744,6.00372,12.850998,14.092559,35.696455
1,1,8,guided,2048,0.014997,0.199137,0.393687,1.346652,0.80313,5.984685,12.944029,16.772202,38.466196
1,1,8,guided,2048,0.01518,0.198601,0.413193,1.360068,0.818985,5.491634,14.297378,17.326646,39.929191
1,1,8,guided,2048,0.029735,0.195338,0.423943,1.353509,0.737401,4.544252,15.16323,17.40343,39.858525
1,1,8,guided,2048,0.017653,0.196252,0.39749,1.338659,0.809088,3.642941,16.051848,16.555175,39.016753
1,1,8,guided,2048,0.033001,0.19359,0.410363,1.32955,0.785196,3.187693,9.617855,9.582236,25.147145
1,1,8,guided,4096,0.015207,0.218808,0.40391,1.368209,0.817475,3.194146,9.450897,9.444182,24.920436
1,1,8,guided,4096,0.032208,0.188584,0.424612,1.332676,0.801007,3.179969,9.60449,9.612379,25.183639
1,1,8,guided,4096,0.029744,0.202066,0.411914,1.337351,0.771099,3.188574,9.601276,9.647699,25.197277
1,1,8,guided,4096,0.031978,0.196014,0.416819,1.364383,0.789328,3.212534,9.487352,9.532893,25.038908
1,1,8,guided,4096,0.028861,0.199838,0.423927,1.348239,0.788772,3.187223,9.507157,9.500361,24.991986
1,1,8,dynamic,16,0.032441,0.83442,0.613528,3.049897,2.62976,3.193096,9.726565,9.824154,29.911625
1,1,8,dynamic,16,0.028803,0.775674,0.620012,3.031155,2.641008,3.150541,9.772772,9.777088,29.804667
1,1,8,dynamic,16,0.015425,0.774817,0.573827,3.030568,2.616223,3.208727,9.807094,9.784711,29.819252
1,1,8,dynamic,16,0.014737,0.779699,0.577846,3.031242,2.615613,3.149802,9.781603,9.794682,29.752973
1,1,8,dynamic,16,0.031191,0.781198,0.600754,3.028625,2.62456,3.163102,9.794769,9.770266,29.802139
1,1,8,dynamic,32,0.032115,0.566625,0.530068,2.279348,1.846596,3.183623,9.7468,9.712892,27.905822
1,1,8,dynamic,32,0.031983,0.573876,0.530104,2.334291,1.855551,3.182713,9.668799,9.678539,27.863449
1,1,8,dynamic,32,0.028638,0.572407,0.518882,2.327353,1.837099,3.171905,9.665946,9.692109,27.82212
1,1,8,dynamic,32,0.029561,0.572557,0.513314,2.325776,1.873872,3.153757,9.634316,9.776298,27.887152
1,1,8,dynamic,32,0.030784,0.569162,0.513106,2.300707,1.865397,3.150185,9.603222,9.655029,27.695307
1,1,8,dynamic,64,0.018317,0.367266,0.448854,1.791777,1.213624,3.165704,9.544555,9.544775,26.102522
1,1,8,dynamic,64,0.015169,0.371251,0.466038,1.779331,1.265415,3.192526,9.649526,9.531142,26.277995
1,1,8,dynamic,64,0.014705,0.37308,0.458423,1.765992,1.265447,3.190936,9.722111,9.683862,26.482242
1,1,8,dynamic,64,0.028573,0.369071,0.477597,1.779162,1.233924,3.189628,9.621317,9.650515,26.357366
1,1,8,dynamic,64,0.03051,0.370778,0.479745,1.781745,1.230638,3.165536,9.580856,9.607172,26.252167
1,1,8,dynamic,128,0.029835,0.299285,0.458951,1.59038,1.044819,3.127228,9.522492,9.487509,25.568148
1,1,8,dynamic,128,0.028798,0.28751,0.466194,1.593348,1.035076,3.203398,9.662805,9.688622,25.973619
1,1,8,dynamic,128,0.028858,0.295013,0.43958,1.570058,1.017927,3.183083,9.595814,9.716911,25.855004
1,1,8,dynamic,128,0.03113,0.30172,0.446867,1.586434,1.024244,3.190608,9.541632,9.551497,25.682163
1,1,8,dynamic,128,0.031153,0.289935,0.456771,1.606729,1.027269,3.210966,9.528146,9.545881,25.7051
1,1,8,dynamic,256,0.028464,0.275293,0.445717,1.518598,0.940318,3.194913,9.651676,9.637925,25.700591
1,1,8,dynamic,256,0.033136,0.284011,0.447616,1.50977,0.975804,3.190251,9.568754,9.593923,25.610969
1,1,8,dynamic,256,0.017866,0.28001,0.429636,1.497416,0.932714,3.19956,9.490132,9.491259,25.34613
1,1,8,dynamic,256,0.014757,0.277992,0.409865,1.497107,0.963776,3.181891,9.643566,9.64668,25.643595
1,1,8,dynamic,256,0.015872,0.274965,0.414315,1.521382,0.952729,3.188563,9.668152,9.660076,25.70372
1,1,8,dynamic,512,0.014733,0.253329,0.407154,1.490524,0.920611,3.161367,9.532412,9.534863,25.322644
1,1,8,dynamic,512,0.031205,0.259101,0.442062,1.504808,0.918616,3.207078,9.492433,9.500287,25.363256
1,1,8,dynamic,512,0.029304,0.262185,0.443585,1.499365,0.933136,3.175654,9.519185,9.609861,25.479838
1,1,8,dynamic,512,0.028774,0.25522,0.425206,1.490571,0.932288,3.204205,9.678448,9.76369,25.785942
1,1,8,dynamic,512,0.028563,0.27008,0.445682,1.488625,0.929102,4.776431,16.616066,18.337733,42.89991
1,1,8,dynamic,1024,0.02879,0.250676,0.429312,1.469978,0.895915,5.145292,16.906779,18.134125,43.268464
1,1,8,dynamic,1024,0.01549,0.249638,0.417022,1.439582,0.888123,5.398215,17.188697,18.258441,43.862812
1,1,8,dynamic,1024,0.031335,0.249102,0.429137,1.439632,0.910379,5.812902,17.498992,18.496997,44.876311
1,1,8,dynamic,1024,0.029301,0.251832,0.449576,1.445765,0.897934,6.132209,17.934955,18.364139,45.513249
1,1,8,dynamic,1024,0.028626,0.249315,0.443749,1.457655,0.882238,5.92089,18.110487,18.217737,45.318249
1,1,8,dynamic,2048,0.029354,0.237362,0.432309,1.437355,0.857521,5.691026,18.437014,17.881111,45.010648
1,1,8,dynamic,2048,0.028878,0.247978,0.423805,1.422412,0.867613,5.419117,18.727739,17.741196,44.886205
1,1,8,dynamic,2048,0.031852,0.246373,0.44012,1.425428,0.878886,5.317736,18.49737,17.498054,44.343404
1,1,8,dynamic,2048,0.031227,0.2473,0.437114,1.426703,0.864381,4.972617,18.218903,17.398217,43.604078
1,1,8,dynamic,2048,0.032092,0.245013,0.43119,1.433623,0.872917,4.700152,18.265279,15.782831,41.770451
1,1,8,dynamic,4096,0.015062,0.230564,0.417582,1.402107,0.852121,4.714279,18.186649,15.921098,41.747106
1,1,8,dynamic,4096,0.018336,0.244796,0.421176,1.390009,0.86256,6.230977,18.21616,15.446714,42.838386
1,1,8,dynamic,4096,0.031285,0.230984,0.427533,1.407167,0.846734,6.198695,18.108673,14.337975,41.596731
1,1,8,dynamic,4096,0.029265,0.230908,0.441462,1.389367,0.851339,6.212641,18.185973,14.415089,41.763651
1,1,8,dynamic,4096,0.031565,0.231781,0.436952,1.385711,0.803895,6.188145,18.343527,15.869792,43.299116
1,1,16,static,16,0.015884,0.264036,0.429446,1.385292,0.950601,6.045197,16.880812,17.031943,43.011438
1,1,16,static,16,0.028856,0.272932,0.455903,1.421039,0.923697,5.742277,15.908283,17.145814,41.906541
1,1,16,static,16,0.018347,0.276206,0.45788,1.354588,0.918765,6.238697,15.944854,18.124587,43.341555
1,1,16,static,16,0.01751,0.28383,0.460516,1.420194,0.931383,6.201501,14.731735,18.165594,42.219489
1,1,16,static,16,0.01549,0.280529,0.434489,1.422391,0.926868,6.205712,15.004796,18.28411,42.582134
1,1,16,static,32,0.028476,0.257485,0.446992,1.346105,0.973772,5.79761,17.331513,18.194888,44.384511
1,1,16,static,32,0.031952,0.248079,0.446252,1.346982,0.93855,3.52937,17.452405,18.252337,42.253775
1,1,16,static,32,0.028747,0.251018,0.45053,1.354876,0.992594,5.245027,18.833455,17.600498,44.764363
1,1,16,static,32,0.03214,0.237069,0.445764,1.367407,0.956156,4.952837,18.295096,15.963222,42.258163
1,1,16,static,32,0.017795,0.243919,0.426531,1.353594,0.95009,5.484396,18.238439,15.946767,42.669712
1,1,16,static,64,0.032894,0.200744,0.43551,1.288704,0.909093,6.192312,18.271661,14.737983,42.076578
1,1,16,static,64,0.030767,0.217466,0.423965,1.27643,0.914832,6.197326,18.208045,14.965187,42.241685
1,1,16,static,64,0.029063,0.214795,0.439484,1.264737,0.896508,6.19754,17.952764,17.28656,44.289004
1,1,16,static,64,0.028476,0.211838,0.437402,1.281452,0.904429,5.628565,15.920965,17.64943,42.07027
1,1,16,static,64,0.031246,0.218837,0.437415,1.29209,0.895329,6.207789,15.932538,18.581247,43.604225
1,1,16,static,128,0.015893,0.218683,0.430465,1.221129,0.848701,6.211207,14.904384,18.25278,42.110763
1,1,16,static,128,0.015955,0.200461,0.400023,1.222377,0.884502,6.220798,15.275842,18.147407,42.3751
1,1,16,static,16,0.034113,0.278833,0.464941,1.398708,0.94047,3.204548,9.702076,9.711351,25.74334
1,1,16,static,16,0.030928,0.28313,0.457234,1.386212,0.928067,3.225211,9.726017,9.700388,25.744776
1,1,16,static,16,0.033606,0.295462,0.440343,1.396385,0.938501,3.26456,12.793706,18.11451,37.284843
1,1,16,static,16,0.029254,0.288178,0.447103,1.413109,0.96094,6.197718,12.893686,18.202727,40.440498
1,1,16,static,16,0.015096,0.283572,0.410232,1.379487,0.968097,6.21463,11.811913,9.693531,30.78495
1,1,16,static,32,0.033515,0.246525,0.439253,1.363336,0.965134,4.726983,16.632218,18.208484,42.622952
1,1,16,static,32,0.03019,0.255688,0.428509,1.377522,0.95804,3.190157,9.699696,9.733331,25.68081
1,1,16,static,32,0.015638,0.244928,0.423884,1.373614,0.936307,3.220424,9.731814,9.735357,25.689458
1,1,16,static,32,0.031325,0.234014,0.463546,1.332774,0.973656,4.43954,16.229218,18.102606,41.814063
1,1,16,static,32,0.03039,0.24353,0.45161,1.370019,0.976647,3.173915,9.726786,9.697788,25.679153
1,1,16,static,64,0.015378,0.214812,0.415055,1.290425,0.898281,3.186983,9.672666,9.701925,25.403111
1,1,16,static,64,0.014882,0.215287,0.417713,1.300358,0.892404,4.692255,9.862146,19.617905,37.020562
1,1,16,static,64,0.016587,0.208138,0.420441,1.281464,0.891484,6.26885,15.956421,17.780891,42.831997
1,1,16,static,64,0.033758,0.219842,0.440524,1.294159,0.897204,6.285015,15.931526,18.757856,43.868187
1,1,16,static,64,0.016341,0.208411,0.416407,1.307595,0.901849,6.213801,14.953873,17.977909,42.003733
1,1,16,static,128,0.015487,0.214644,0.405238,1.232665,0.849491,6.214765,15.198586,18.038999,42.177526
1,1,16,static,128,0.030349,0.209475,0.420209,1.24264,0.860017,6.072519,9.865555,14.48661,33.195668
1,1,16,static,128,0.015681,0.19363,0.418021,1.241298,0.842987,6.205512,21.286501,25.84876,56.060078
1,1,16,static,128,0.016059,0.212628,0.429636,1.254289,0.87009,9.18868,21.196533,12.666896,45.842519
1,1,16,static,128,0.031011,0.20145,0.439996,1.234569,0.839776,6.533209,18.087914,14.353812,41.729567
1,1,16,static,256,0.032784,0.195306,0.4161,1.2252,0.825285,6.202702,18.057707,13.66956,40.632339
1,1,16,static,256,0.033932,0.196628,0.441214,1.215472,0.830274,5.894199,18.09139,13.329453,40.040265
1,1,16,static,256,0.016855,0.204957,0.399487,1.244464,0.855188,5.914513,18.350901,17.467385,44.461389
1,1,16,static,256,0.016898,0.198231,0.388222,1.223831,0.832791,5.488558,16.867932,18.105369,43.129493
1,1,16,static,256,0.017144,0.20131,0.419528,1.222034,0.835731,3.200853,9.6691,9.666791,25.240075
1,1,16,static,512,0.031086,0.203447,0.425798,1.197231,0.821221,4.411387,16.094758,18.041667,41.234222
1,1,16,static,512,0.030816,0.190306,0.404469,1.19359,0.835485,3.187972,9.691661,9.652545,25.194512
1,1,16,static,512,0.032035,0.189745,0.410907,1.186823,0.812461,3.283912,12.832582,17.802951,36.559479
1,1,16,static,512,0.028908,0.194035,0.410582,1.233673,0.812806,6.260161,15.21254,17.735586,41.896068
1,1,16,static,512,0.032355,0.187784,0.437569,1.19313,0.794129,5.932155,12.464201,16.894475,37.943391
1,1,16,static,1024,0.018024,0.204187,0.433706,1.176154,0.795528,5.689489,16.255499,16.964091,41.544407
1,1,16,static,1024,0.029493,0.186205,0.449315,1.18598,0.781672,6.10367,15.616243,16.923806,41.284057
1,1,16,static,1024,0.030491,0.193843,0.407853,1.169481,0.78737,5.742481,14.366758,9.670235,32.37642
1,1,16,static,1024,0.017676,0.181683,0.416503,1.186153,0.776974,5.917827,18.1159,16.900907,43.552602
1,1,16,static,1024,0.014627,0.191936,0.413921,1.196109,0.795964,5.174154,17.999007,15.727169,41.533246
1,1,16,static,2048,0.015957,0.202886,0.408368,1.207396,0.801599,5.937374,17.748122,17.247084,43.576329
1,1,16,static,2048,0.015913,0.192788,0.398192,1.190735,0.772206,4.806104,9.870456,18.815809,36.069656
1,1,16,static,2048,0.031195,0.193894,0.442009,1.186499,0.761697,6.204033,11.853894,9.682944,30.363823
1,1,16,static,2048,0.015378,0.199478,0.414195,1.178607,0.78477,5.45077,14.64106,17.407239,40.099814
1,1,16,static,2048,0.014685,0.192161,0.425289,1.159783,0.759108,6.231983,9.607894,9.718734,28.1172
1,1,16,static,4096,0.016035,0.183902,0.401957,1.161475,0.803781,3.168053,9.522938,9.523801,24.789544
1,1,16,static,4096,0.014699,0.199149,0.394275,1.213589,0.776225,3.20412,9.485162,9.465895,24.760758
1,1,16,static,4096,0.016075,0.187532,0.381114,1.166978,0.777846,3.194254,9.671189,9.715165,25.117822
1,1,16,static,4096,0.017662,0.188883,0.454526,1.159163,0.743474,3.198448,9.579382,9.608043,24.957203
1,1,16,static,4096,0.014784,0.208853,0.392151,1.147903,0.795276,3.195931,9.56425,9.510647,24.837434
1,1,16,guided,16,0.014671,0.167447,0.37172,1.071628,0.738752,3.16828,9.403109,9.420717,24.363893
1,1,16,guided,16,0.017342,0.175644,0.398386,1.08269,0.740798,3.179068,9.588701,9.62963,24.819829
1,1,16,guided,16,0.014523,0.169473,0.392957,1.025704,0.733757,3.180432,9.555687,9.565503,24.645732
1,1,16,guided,16,0.031983,0.173693,0.422567,1.102949,0.760231,3.177431,9.470543,9.482306,24.629372
1,1,16,guided,16,0.029936,0.179844,0.402279,1.060276,0.7443,3.180059,9.394091,9.417305,24.415634
1,1,16,guided,32,0.033204,0.177593,0.42098,1.090103,0.756695,3.5311,11.011451,9.581667,26.610444
1,1,16,guided,32,0.017344,0.168926,0.424466,1.08265,0.728877,3.181428,9.600409,12.555921,27.767599
1,1,16,guided,32,0.030969,0.191343,0.410158,1.098099,0.693269,3.162151,9.50295,9.442882,24.539485
1,1,16,guided,32,0.028677,0.183155,0.412007,1.051626,0.718905,3.182513,11.231116,16.66268,33.479027
1,1,16,guided,32,0.033061,0.18298,0.394611,1.04664,0.717427,5.740572,14.439071,9.563423,32.125394
1,1,16,guided,64,0.014552,0.186333,0.355278,1.090708,0.732857,3.192631,9.53294,9.442267,24.555354
1,1,16,guided,64,0.031971,0.164892,0.387716,1.08987,0.716795,3.25509,9.446365,9.427418,24.527765
1,1,16,guided,64,0.028149,0.185372,0.429613,1.037424,0.710773,3.228573,9.412787,9.576907,24.617242
1,1,16,guided,64,0.030632,0.175666,0.449179,1.134242,0.731933,3.179765,9.567999,9.550132,24.827224
1,1,16,guided,64,0.01618,0.185105,0.398362,1.081509,0.720352,3.180251,9.457775,9.446475,24.494267
1,1,16,guided,128,0.016749,0.181612,0.395618,1.089925,0.759012,3.180058,9.524629,9.524683,24.680589
1,1,16,guided,128,0.014776,0.171784,0.394234,1.064786,0.741717,3.17573,9.435576,9.624168,24.630453
1,1,16,guided,128,0.015762,0.169382,0.386577,1.107473,0.746829,3.185851,9.507176,9.537245,24.664009
