Processes,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
8,0.078041,0.707363,0.199500,1.189028,0.655888,6.195563,13.595754,12.067418,34.695035
