Processes,Num Threads,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
8,4,0.055466,0.280778,0.191083,0.966056,0.608235,3.319149,13.316669,18.110452,36.852122
