Processes,Num Threads,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
4,8,0.027257,0.221760,0.196388,0.908177,0.542918,3.240981,9.581441,9.489470,24.215474
