Processes,Num Threads,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
4,2,0.033999,0.614359,0.204620,1.163087,0.635071,3.196337,9.774184,9.682826,25.311361
