Threads,Schedule,ChunkSize,Time (s),TotalTime
8,guided,32,0.809271,46.134218
8,guided,64,0.820978,45.928588
8,guided,64,0.798551,38.019493
8,guided,64,0.836192,38.021195
8,guided,64,0.776704,24.973445
8,guided,64,0.807098,24.779428
8,guided,128,0.798895,24.897530
8,guided,128,0.820816,25.119942
8,guided,128,0.809502,25.285038
8,guided,128,0.777459,24.932644
8,guided,128,0.804762,25.059166
8,guided,256,0.814836,39.977921
8,guided,256,0.828714,25.777150
8,guided,256,0.824900,24.960333
8,guided,256,0.809290,24.837069
8,guided,256,0.801742,25.151570
8,guided,512,0.810115,25.027126
8,guided,512,0.781345,24.868775
8,guided,512,0.808110,26.449432
8,guided,512,0.796096,27.386382
8,guided,512,0.806165,25.382165
8,guided,1024,0.803800,24.969156
8,guided,1024,0.795735,25.792521
8,guided,1024,0.810379,38.894059
8,guided,1024,0.856177,36.829424
8,guided,1024,0.791744,35.696455
8,guided,2048,0.803130,38.466196
8,guided,2048,0.818985,39.929191
8,guided,2048,0.737401,39.858525
8,guided,2048,0.809088,39.016753
8,guided,2048,0.785196,25.147145
8,guided,4096,0.817475,24.920436
8,guided,4096,0.801007,25.183639
8,guided,4096,0.771099,25.197277
8,guided,4096,0.789328,25.038908
8,guided,4096,0.788772,24.991986
8,dynamic,16,2.629760,29.911625
8,dynamic,16,2.641008,29.804667
8,dynamic,16,2.616223,29.819252
8,dynamic,16,2.615613,29.752973
8,dynamic,16,2.624560,29.802139
8,dynamic,32,1.846596,27.905822
8,dynamic,32,1.855551,27.863449
8,dynamic,32,1.837099,27.822120
8,dynamic,32,1.873872,27.887152
8,dynamic,32,1.865397,27.695307
8,dynamic,64,1.213624,26.102522
8,dynamic,64,1.265415,26.277995
8,dynamic,64,1.265447,26.482242
8,dynamic,64,1.233924,26.357366
8,dynamic,64,1.230638,26.252167
8,dynamic,128,1.044819,25.568148
8,dynamic,128,1.035076,25.973619
8,dynamic,128,1.017927,25.855004
8,dynamic,128,1.024244,25.682163
8,dynamic,128,1.027269,25.705100
8,dynamic,256,0.940318,25.700591
8,dynamic,256,0.975804,25.610969
8,dynamic,256,0.932714,25.346130
8,dynamic,256,0.963776,25.643595
8,dynamic,256,0.952729,25.703720
8,dynamic,512,0.920611,25.322644
8,dynamic,512,0.918616,25.363256
8,dynamic,512,0.933136,25.479838
8,dynamic,512,0.932288,25.785942
8,dynamic,512,0.929102,42.899910
8,dynamic,1024,0.895915,43.268464
8,dynamic,1024,0.888123,43.862812
8,dynamic,1024,0.910379,44.876311
8,dynamic,1024,0.897934,45.513249
8,dynamic,1024,0.882238,45.318249
8,dynamic,2048,0.857521,45.010648
