Processes,Num Threads,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
1,4,0.029691,0.339489,0.501854,1.949936,1.080597,3.177436,9.632453,9.572929,26.292346
