Processes,Num Threads,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
1,8,0.032022,0.196666,0.448871,1.447931,0.937929,6.247754,17.708206,12.952064,39.979376
