Processes,Num Threads,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
8,4,0.049583,0.371957,0.728384,2.276133,2.125837,3.200362,9.629020,9.551656,27.940103
