Processes,Num Threads,ReadGray(s),ReadColor(s),Gray(s),Hsl(s),Yuv(s),WriteGray(s),WriteHsl(s),WriteYuv(s),Total(s)
1,4,0.031241,0.345271,0.499633,1.942422,1.107224,3.139138,9.493211,9.489025,26.055146
